id,Class,Tags,Combined,Archetype,Base Feature,Level,Class Ability,Description,,Img
,Paladin,"[[""Paladin""],[""Oath of Vengeance""]]",Paladin (Oath of Vengeance),Oath of Vengeance,<id-00029,4,Oath Spells,<p>1st-wrath; 2nd-confess; 3rd-blessing of fervor; 4th-order's wrath.</p>,,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath against Chaos""]]",Paladin (Oath against Chaos),Oath against Chaos,<id-00021,4,Order of Good,"<p>When an oathbound paladin reaches 4th level, she gains the ability to spend one use of her lay on hands ability when using her smite chaos ability to instead smite evil, as the paladin ability of the same name. This ability replaces channel positive energy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Virtuoso Bravo""]]",Paladin (Virtuoso Bravo),Virtuoso Bravo,<id-00022,4,Panache and Deeds,"<p>At 4th level, a virtuous bravo gains the swashbuckler's panache class feature along with the following swashbuckler deeds: dodging panache, menacing swordplay, opportune parry and riposte, precise strike, and swashbuckler initiative. The virtuous bravo's paladin levels stack with any swashbuckler levels when using these deeds.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Sacred Shield""]]",Paladin (Sacred Shield),Sacred Shield,<id-00028,20,Perfect Bastion,"<p>At 20th level, a sacred shield and her allies within 20 feet gain regeneration 10 against the target of her bastion of good ability (essentially regeneration that is overcome by any damage not caused by the target). This ability replaces the sacred shield's holy champion ability.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Iroran Paladin""]]",Paladin (Iroran Paladin),Iroran Paladin,<id-00004,1,Personal Trial,"<p>Once per day, an Iroran paladin can as a swift action declare one target within line of sight as his personal trial. The Iroran paladin gains a +1 insight bonus on attack rolls and damage rolls against that creature, to his AC against attacks made by the target, and on saving throws against the target's spells and special abilities. This bonus increases by 1 at 4th level and every 4 levels thereafter, to a maximum bonus of +6 at 20th level. The personal trial effect remains until the target of the trial is dead or the next time the paladin rests and regains daily uses of this ability. At 4th level and every three levels thereafter, the Iroran paladin can use personal trial one additional time per day. This ability replaces smite evil.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Stonelord""]]",Paladin (Stonelord),Stonelord,<id-00018,12,Phase Strike,"<p>At 12th level, a stonelord's stonestrike may pass through stone and metal as if they weren't there. By spending 2 uses of her stonestrike ability, she may ignore any cover less than total cover provided by stone or metal, and she ignores any AC bonus from stone or metal armor or shields as if wielding a brilliant energy weapon. A phase strike cannot damage constructs, objects, or creatures with the earth subtype, but unlike a brilliant energy weapon, it can harm undead. This ability replaces her 12th-level mercy.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Warrior of the Holy Light""]]",Paladin (Warrior of the Holy Light),Warrior of the Holy Light,<id-00022,4,Power of Faith,"<p>At 4th level, a warrior of the holy light learns to use the power of her faith to bolster her defenses and aid her allies. This class feature replaces the paladin's spells class feature. A warrior of the holy light does not gain any spells or spellcasting abilities, does not have a caster level, and cannot use spell trigger or spell completion magic items.</p><p>At 4th level, the warrior of the holy light gains one additional use of her lay on hands ability per day. She gains one additional use of lay on hands per day for every four levels she attains beyond 4th. She can spend a use of her lay on hands ability to call upon the power of her faith as a standard action. This causes a nimbus of light to emanate from the warrior of the holy light in a 30-foot radius. All allies in this area (including the warrior of the holy light) receive a +1 morale bonus to AC and on attack rolls, damage rolls, and saving throws against fear as long as they remain in the area of light. This power lasts for 1 minute.</p><p>At 8th level, the nimbus of light heals the paladin and her allies, curing of them of 1d4 points of ability damage, as per the spell lesser restoration. A creature can only be healed in this way once per day.</p><p>At 12th level, the nimbus of light is treated as daylight for the purposes of affecting creatures with sensitivity to light. In addition, the nimbus grants the warrior of the holy light and her allies in the area resistance 10 to one type of energy, selected by the warrior of the holy light when this power is activated.</p><p>At 16th level, the nimbus of light grants the warrior of the holy light and her allies protection from critical hits. There is a 25% chance that critical hits made against the warrior of the holy light and her allies in the area are instead treated as normal hits. This does not stack with other abilities that grant similar protection (such as light fortification).</p><p>At 20th level, the nimbus of light increases in size out to a range of 60 feet. In addition, all of its bonuses increase. The morale bonus to AC and on attack rolls, damage rolls, and saving throws against fear increases to +2. The amount of ability damage healed increases to 2d4. The energy resistance increases to 20 against one energy type. Finally, protection against critical hits increases to 50%.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of Vengeance""]]",Paladin (Oath of Vengeance),Oath of Vengeance,<id-00025,11,Powerful Justice,"<p>At 11th level, an oathbound paladin may spends one use of her smite evil ability to grant her allies within 10 feet the ability to smite evil, except they only gain the paladin's bonus to damage, not her smite's attack bonus or ability to bypass DR. This ability replaces aura of justice.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Sword of Valor""]]",Paladin (Sword of Valor),Sword of Valor,<id-00016,6,Prayer of the Fourth Act,"<p>At 6th level, by spending 1 minute leading a prayer to Iomedae, the sword of valor can spend one use of channel energy to give living creatures in the channel burst temporary hit points equal to the amount that ability normally heals. These temporary hit points last for no more than 1 hour. This replaces the paladin's mercy gained at 6th level.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Divine Hunter""]]",Paladin (Divine Hunter),Divine Hunter,<id-00029,1,Precise Shot,"<p>A divine hunter gains Precise Shot as a bonus feat at 1st level, even if she doesn't meet the prerequisites. This ability replaces her Heavy Armor Proficiency.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of Chastity""]]",Paladin (Oath of Chastity),Oath of Chastity,<id-00024,8,Pure of Body,"<p>Upon reaching 8th level, the paladin has a 50% chance to turn any critical hit or sneak attack against her into a normal hit, as if she were wearing fortification armor. This ability replaces aura of resolve.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath of Chastity""]]",Paladin (Oath of Chastity),Oath of Chastity,<id-00011,2,Pure of Mind,"<p>At 2nd level, the paladin gains a +4 sacred bonus on saves against charm effects and figments, and gains a bonus equal to her Charisma modifier on Will saving throws. This ability replaces divine grace.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Chosen One""]]",Paladin (Chosen One),Chosen One,<id-00031,1,Religious Mentor,<p>The familiar's sworn duty is to help train the chosen one for her future glory. The familiar is treated as having a number of ranks in Knowledge (religion) equal to the chosen one's paladin level. The chosen one doesn't gain Knowledge (religion) as a class skill.</p>,,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Soul Sentinel""]]",Paladin (Soul Sentinel),Soul Sentinel,<id-00016,6,Reprieve,"<p>A soul sentinel relieves manic and tortured souls exposed to the harsh evil of the world. At 6th level, when the soul sentinel uses her lay on hands ability to heal a living creature, she can remove confusion effects in place of applying one of her other mercies. If used on a creature suffering from a permanent confusion effect, this removes the effect for only 1 minute.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Oath against Grotesquery""]]",Paladin (Oath against Grotesquery),Oath against Grotesquery,<id-00026,14,Restore True Beauty,"<p>At 14th level, a paladin can expend two uses of her lay on hands ability to attempt to dispel any non-harmless transmutation effect on a target, as break enchantment. Additionally, the paladin can expend two uses of her lay on hands ability to remove all of the target's temporary Charisma damage and restore all points drained from its Charisma score, as restoration. This ability replaces aura of faith.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Divine Hunter""]]",Paladin (Divine Hunter),Divine Hunter,<id-00026,14,Righteous Hunter,"<p>At 14th level, a divine hunter's ranged weapons are treated as good-aligned for the purposes of overcoming damage reduction. Any ranged attacks made by an ally within 10 feet of her are likewise treated as good-aligned for the purposes of overcoming damage reduction.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
,Paladin,"[[""Paladin""],[""Champion of the Cascade""]]",Paladin (Champion of the Cascade),Champion of the Cascade,<id-00023,5,Rising Tide,"<p>At 5th level, a champion of the cascade's connection to her deity allows her to summon rivers and alter her surroundings. As a standard action, she can change up to two 5-foot squares per paladin level within 100 feet to become freshwater pools with a depth of up to 5 feet per paladin level. The squares must be adjacent to each other. Each creature standing in the area where she first creates the water must attempt a Reflex save (DC = 10 + half the paladin's level + the paladin's Charisma modifier) to jump to the nearest unaffected space and avoid falling into the water. The champion of the cascade can use this ability for 1 minute per paladin level. These minutes do not need to be consecutive, but they must be spent in 1-minute increments. The changed squares revert back to their original form after the duration ends, and any creatures in the water are shunted out to the nearest open space.</p><p>At 10th level, as a swift action, she may spend 1 minute of her rising tide's duration to create a geyser in any body of water she has created, lifting an allied creature in that square up to 10 feet per paladin level into the air for 1 round.</p>",,systems/pf1/icons/spells/protect-sky-3.jpg
